# #JD, mag, error
-1.989583348389714956e+00,9.973502205923564512e-01,1.994700441184712753e-03
-1.982638903893530369e+00,9.997104059603693083e-01,1.999420811920738558e-03
-1.975694459397345781e+00,1.006492148247241536e+00,2.012984296494483259e-03
-1.968750014901161194e+00,9.984031152437735646e-01,1.996806230487547292e-03
-1.961805570404976606e+00,9.978946841401173939e-01,1.995789368280234850e-03
-1.954861125908792019e+00,1.000194052384486332e+00,2.000388104768972657e-03
-1.947916681412607431e+00,9.995199916055359513e-01,1.999039983211071785e-03
-1.940972236916422844e+00,1.002540686012443283e+00,2.005081372024886729e-03
-1.934027792420238256e+00,1.001902561314109708e+00,2.003805122628219641e-03
-1.927083347924053669e+00,1.003112748965167222e+00,2.006225497930334487e-03
-1.920138903427869081e+00,1.004104718534442275e+00,2.008209437068884506e-03
-1.913194458931684494e+00,1.001617427775776115e+00,2.003234855551552351e-03
-1.906250014435499907e+00,1.002543006714577301e+00,2.005086013429154598e-03
-1.899305569939315319e+00,9.967596859518652597e-01,1.993519371903730488e-03
-1.892361125443130732e+00,9.976080852435740276e-01,1.995216170487148014e-03
-1.885416680946946144e+00,1.000412234444946646e+00,2.000824468889893498e-03
-1.878472236450761557e+00,1.000220467946172143e+00,2.000440935892344122e-03
-1.871527791954576969e+00,1.000927041206959967e+00,2.001854082413919832e-03
-1.864583347458392382e+00,1.001768009004293747e+00,2.003536018008587449e-03
-1.857638902962207794e+00,9.995248327906951502e-01,1.999049665581390488e-03
-1.850694458466023207e+00,9.996877341820802343e-01,1.999375468364160673e-03
-1.843750013969838619e+00,9.968281306583487433e-01,1.993656261316697348e-03
-1.836805569473654032e+00,1.002148409915896154e+00,2.004296819831792326e-03
-1.829861124977469444e+00,9.958392137684715095e-01,1.991678427536943113e-03
-1.822916680481284857e+00,9.968741259003498500e-01,1.993748251800699697e-03
-1.815972235985100269e+00,9.974640728989518923e-01,1.994928145797903677e-03
-1.809027791488915682e+00,9.989233389956055920e-01,1.997846677991211087e-03
-1.802083346992731094e+00,9.997983690061176265e-01,1.999596738012235277e-03
-1.795138902496546507e+00,9.984834134914060133e-01,1.996966826982812283e-03
-1.788194458000361919e+00,9.969458428924802273e-01,1.993891685784960309e-03
-1.781250013504177332e+00,9.979097703896611105e-01,1.995819540779322169e-03
-1.774305569007992744e+00,1.002588672967780647e+00,2.005177345935561361e-03
-1.767361124511808157e+00,9.991726946543701970e-01,1.998345389308740522e-03
-1.760416680015623569e+00,9.961775047808114625e-01,1.992355009561623102e-03
-1.753472235519438982e+00,1.001506421925530965e+00,2.003012843851062139e-03
-1.746527791023254395e+00,9.968411976125364227e-01,1.993682395225072814e-03
-1.739583346527069807e+00,1.001977236336832222e+00,2.003954472673664597e-03
-1.732638902030885220e+00,1.002087086556100237e+00,2.004174173112200415e-03
-1.725694457534700632e+00,9.955840243352347407e-01,1.991168048670469322e-03
-1.718750013038516045e+00,9.979305847305142141e-01,1.995861169461028359e-03
-1.711805568542331457e+00,9.978348779434621507e-01,1.995669755886924496e-03
-1.704861124046146870e+00,1.000515915649274890e+00,2.001031831298549866e-03
-1.697916679549962282e+00,1.004056883477251860e+00,2.008113766954503551e-03
-1.690972235053777695e+00,1.001521060412390529e+00,2.003042120824781187e-03
-1.684027790557593107e+00,9.982254794932086117e-01,1.996450958986417060e-03
-1.677083346061408520e+00,9.986908885519201196e-01,1.997381777103840374e-03
-1.670138901565223932e+00,1.000491425395846123e+00,2.000982850791692413e-03
-1.663194457069039345e+00,1.001808747816355760e+00,2.003617495632711593e-03
-1.656250012572854757e+00,9.957679343541447903e-01,1.991535868708289771e-03
-1.649305568076670170e+00,9.995759511151984800e-01,1.999151902230396956e-03
-1.642361123580485582e+00,9.991923567118055072e-01,1.998384713423611170e-03
-1.635416679084300995e+00,9.977421820767817806e-01,1.995484364153563700e-03
-1.628472234588116407e+00,1.000696332842238467e+00,2.001392665684477001e-03
-1.621527790091931820e+00,9.986665082298508134e-01,1.997333016459701665e-03
-1.614583345595747232e+00,1.001444158677065932e+00,2.002888317354132100e-03
-1.607638901099562645e+00,9.977962825903157196e-01,1.995592565180631488e-03
-1.600694456603378057e+00,9.999641050793217634e-01,1.999928210158643735e-03
-1.593750012107193470e+00,1.002153169009118550e+00,2.004306338018237068e-03
-1.586805567611008883e+00,9.998785905863988299e-01,1.999757181172797695e-03
-1.579861123114824295e+00,1.000042236404716567e+00,2.000084472809433161e-03
-1.572916678618639708e+00,9.983011512525863385e-01,1.996602302505172920e-03
-1.565972234122455120e+00,1.002786428895191984e+00,2.005572857790384033e-03
-1.559027789626270533e+00,1.002012224753932923e+00,2.004024449507865908e-03
-1.552083345130085945e+00,9.992043294718192525e-01,1.998408658943638498e-03
-1.545138900633901358e+00,1.001052083020406380e+00,2.002104166040812819e-03
-1.538194456137716770e+00,9.964724937759983359e-01,1.992944987551996741e-03
-1.531250011641532183e+00,9.967223664121522830e-01,1.993444732824304743e-03
-1.524305567145347595e+00,9.986834234085218975e-01,1.997366846817043989e-03
-1.517361122649163008e+00,1.000763393932272649e+00,2.001526787864545305e-03
-1.510416678152978420e+00,9.969473516273260616e-01,1.993894703254651957e-03
-1.503472233656793833e+00,1.000720072687234952e+00,2.001440145374470004e-03
-1.496527789160609245e+00,9.997202173634646138e-01,1.999440434726929266e-03
-1.489583344664424658e+00,9.991646075383853187e-01,1.998329215076770707e-03
-1.482638900168240070e+00,9.970555092344669523e-01,1.994111018468934082e-03
-1.475694455672055483e+00,9.968799837380752926e-01,1.993759967476150738e-03
-1.468750011175870895e+00,1.003006369345365911e+00,2.006012738690732006e-03
-1.461805566679686308e+00,9.994281518245080598e-01,1.998856303649016331e-03
-1.454861122183501720e+00,9.997302210341265649e-01,1.999460442068253310e-03
-1.447916677687317133e+00,1.001690191689447840e+00,2.003380383378895822e-03
-1.440972233191132545e+00,9.994688020791701044e-01,1.998937604158340219e-03
-1.434027788694947958e+00,1.000391189149284932e+00,2.000782378298569981e-03
-1.427083344198763371e+00,1.000825037874412793e+00,2.001650075748825832e-03
-1.420138899702578783e+00,9.971196524861564159e-01,1.994239304972312676e-03
-1.413194455206394196e+00,1.002866656456750549e+00,2.005733312913501095e-03
-1.406250010710209608e+00,1.001373168549533732e+00,2.002746337099067537e-03
-1.399305566214025021e+00,9.994637908280871175e-01,1.998927581656174349e-03
-1.392361121717840433e+00,9.981320886515815394e-01,1.996264177303163235e-03
-1.385416677221655846e+00,9.981105144640946003e-01,1.996221028928189117e-03
-1.378472232725471258e+00,9.935989328788212838e-01,1.987197865757642668e-03
-1.371527788229286671e+00,1.000562806446892550e+00,2.001125612893785068e-03
-1.364583343733102083e+00,9.999880889852801324e-01,1.999976177970560261e-03
-1.357638899236917496e+00,1.000949494662618733e+00,2.001898989325237403e-03
-1.350694454740732908e+00,9.999118183609212451e-01,1.999823636721842317e-03
-1.343750010244548321e+00,9.973565153937489214e-01,1.994713030787497940e-03
-1.336805565748363733e+00,1.000914761569692724e+00,2.001829523139385652e-03
-1.329861121252179146e+00,1.002756291047798509e+00,2.005512582095597077e-03
-1.322916676755994558e+00,9.997249723793223408e-01,1.999449944758644512e-03
-1.315972232259809971e+00,1.000307525161356903e+00,2.000615050322713737e-03
-1.309027787763625383e+00,1.002526506089360891e+00,2.005053012178721703e-03
-1.302083343267440796e+00,9.991340878560051042e-01,1.998268175712010139e-03
-1.295138898771256208e+00,1.003340804312367052e+00,2.006681608624734121e-03
-1.288194454275071621e+00,9.961319030509924177e-01,1.992263806101984835e-03
-1.281250009778887033e+00,1.001396183004992668e+00,2.002792366009985541e-03
-1.274305565282702446e+00,9.997601817744278252e-01,1.999520363548855807e-03
-1.267361120786517859e+00,1.001445671123133652e+00,2.002891342246267484e-03
-1.260416676290333271e+00,1.004160992434462329e+00,2.008321984868924673e-03
-1.253472231794148684e+00,9.997491157597390155e-01,1.999498231519478229e-03
-1.246527787297964096e+00,1.000551546800007463e+00,2.001103093600015061e-03
-1.239583342801779509e+00,9.981976787046328292e-01,1.996395357409265579e-03
-1.232638898305594921e+00,1.000039949756498903e+00,2.000079899512998034e-03
-1.225694453809410334e+00,9.994188389877319834e-01,1.998837677975463800e-03
-1.218750009313225746e+00,9.995463609629144930e-01,1.999092721925829069e-03
-1.211805564817041159e+00,1.004892285067064739e+00,2.009784570134129714e-03
-1.204861120320856571e+00,1.002389148150144571e+00,2.004778296300289021e-03
-1.197916675824671984e+00,1.005594211952201222e+00,2.011188423904402590e-03
-1.190972231328487396e+00,1.001210027734047658e+00,2.002420055468095376e-03
-1.184027786832302809e+00,9.996389195859840537e-01,1.999277839171968284e-03
-1.177083342336118221e+00,9.973768123550128539e-01,1.994753624710025614e-03
-1.170138897839933634e+00,9.997421273995322766e-01,1.999484254799064383e-03
-1.163194453343749046e+00,9.993864708972530764e-01,1.998772941794506319e-03
-1.156250008847564459e+00,9.989729310505568449e-01,1.997945862101113690e-03
-1.149305564351379871e+00,1.005008350370444337e+00,2.010016700740888812e-03
-1.142361119855195284e+00,9.993061545243843158e-01,1.998612309048768652e-03
-1.135416675359010696e+00,1.000487765115827710e+00,2.000975530231655346e-03
-1.128472230862826109e+00,1.002332566613692189e+00,2.004665133227384512e-03
-1.121527786366641521e+00,1.002892487454629222e+00,2.005784974909258396e-03
-1.114583341870456934e+00,1.003175449174844802e+00,2.006350898349689837e-03
-1.107638897374272346e+00,1.000428740796737603e+00,2.000857481593475151e-03
-1.100694452878087759e+00,9.986622432862360954e-01,1.997324486572472392e-03
-1.093750008381903172e+00,1.000097695241615181e+00,2.000195390483230570e-03
-1.086805563885718584e+00,9.996866417225582779e-01,1.999373283445116806e-03
-1.079861119389533997e+00,9.983964750245574171e-01,1.996792950049114737e-03
-1.072916674893349409e+00,9.974889203649375258e-01,1.994977840729875249e-03
-1.065972230397164822e+00,9.994385776307995739e-01,1.998877155261599183e-03
-1.059027785900980234e+00,1.001006714213183768e+00,2.002013428426367703e-03
-1.052083341404795647e+00,1.000885179059319618e+00,2.001770358118639282e-03
-1.045138896908611059e+00,9.994493691888617359e-01,1.998898738377723368e-03
-1.038194452412426472e+00,1.002641184217757608e+00,2.005282368435515328e-03
-1.031250007916241884e+00,9.985826463472147196e-01,1.997165292694429422e-03
-1.024305563420057297e+00,1.002225682478756097e+00,2.004451364957512104e-03
-1.017361118923872709e+00,1.000149410348229129e+00,2.000298820696458455e-03
-1.010416674427688122e+00,9.980169636854382409e-01,1.996033927370876628e-03
-1.003472229931503534e+00,9.981165061251333626e-01,1.996233012250266808e-03
-9.965277854353189468e-01,1.001396213769716992e+00,2.002792427539434178e-03
-9.895833409391343594e-01,1.000296891718008174e+00,2.000593783436016310e-03
-9.826388964429497719e-01,9.970958474299445040e-01,1.994191694859889005e-03
-9.756944519467651844e-01,1.000865929829332535e+00,2.001731859658665083e-03
-9.687500074505805969e-01,1.001661989979170775e+00,2.003323979958341466e-03
-9.618055629543960094e-01,1.000384222711377058e+00,2.000768445422754227e-03
-9.548611184582114220e-01,1.001469015406145857e+00,2.002938030812291634e-03
-9.479166739620268345e-01,9.986923071742507263e-01,1.997384614348501376e-03
-9.409722294658422470e-01,9.996779811344799205e-01,1.999355962268959796e-03
-9.340277849696576595e-01,1.000124514905595285e+00,2.000249029811190793e-03
-9.270833404734730721e-01,1.004773575290174525e+00,2.009547150580348954e-03
-9.201388959772884846e-01,1.002953800907059989e+00,2.005907601814120155e-03
-9.131944514811038971e-01,9.994590475358757775e-01,1.998918095071751388e-03
-9.062500069849193096e-01,1.000634230486371123e+00,2.001268460972742240e-03
-8.993055624887347221e-01,1.002835600367371738e+00,2.005671200734743601e-03
-8.923611179925501347e-01,1.003103816103440460e+00,2.006207632206880899e-03
-8.854166734963655472e-01,1.000138242508839870e+00,2.000276485017679715e-03
-8.784722290001809597e-01,1.000397139134070024e+00,2.000794278268140051e-03
-8.715277845039963722e-01,1.001749991030919995e+00,2.003499982061840001e-03
-8.645833400078117847e-01,9.992890870278307025e-01,1.998578174055661363e-03
-8.576388955116271973e-01,1.000780903242166175e+00,2.001561806484332233e-03
-8.506944510154426098e-01,9.994182340543208420e-01,1.998836468108641622e-03
-8.437500065192580223e-01,1.000121603094272782e+00,2.000243206188545477e-03
-8.368055620230734348e-01,9.998603078985529580e-01,1.999720615797105985e-03
-8.298611175268888474e-01,1.000756959003756830e+00,2.001513918007513659e-03
-8.229166730307042599e-01,1.000463540002687557e+00,2.000927080005375155e-03
-8.159722285345196724e-01,9.991723025459784413e-01,1.998344605091956997e-03
-8.090277840383350849e-01,9.997121295250973594e-01,1.999424259050194570e-03
-8.020833395421504974e-01,9.975377226473768344e-01,1.995075445294753561e-03
-7.951388950459659100e-01,9.998213069475471171e-01,1.999642613895094307e-03
-7.881944505497813225e-01,1.001157141052831268e+00,2.002314282105662445e-03
-7.812500060535967350e-01,1.000375419299068591e+00,2.000750838598137037e-03
-7.743055615574121475e-01,9.969970139451745927e-01,1.993994027890349120e-03
-7.673611170612275600e-01,9.987317491371308087e-01,1.997463498274261798e-03
-7.604166725650429726e-01,9.991446807363324467e-01,1.998289361472665050e-03
-7.534722280688583851e-01,1.001670025494118654e+00,2.003340050988237225e-03
-7.465277835726737976e-01,1.002159047839417116e+00,2.004318095678834372e-03
-7.395833390764892101e-01,9.979000497290557714e-01,1.995800099458111716e-03
-7.326388945803046227e-01,9.970773719767372922e-01,1.994154743953474498e-03
-7.256944500841200352e-01,9.971126752326554543e-01,1.994225350465310929e-03
-7.187500055879354477e-01,9.994519119441809263e-01,1.998903823888361839e-03
-7.118055610917508602e-01,9.994526719280083515e-01,1.998905343856016616e-03
-7.048611165955662727e-01,9.977821638458402864e-01,1.995564327691680667e-03
-6.979166720993816853e-01,1.003071684715314493e+00,2.006143369430629046e-03
-6.909722276031970978e-01,9.990368870363860454e-01,1.998073774072771976e-03
-6.840277831070125103e-01,1.000765677668103759e+00,2.001531355336207477e-03
-6.770833386108279228e-01,9.990828983980925004e-01,1.998165796796185119e-03
-6.701388941146433353e-01,1.000982195772594396e+00,2.001964391545188807e-03
-6.631944496184587479e-01,9.979525472620188742e-01,1.995905094524037977e-03
-6.562500051222741604e-01,1.003217232854553220e+00,2.006434465709106343e-03
-6.493055606260895729e-01,1.000684633776253607e+00,2.001369267552507297e-03
-6.423611161299049854e-01,9.983458243938874155e-01,1.996691648787774897e-03
-6.354166716337203979e-01,9.966612291789828104e-01,1.993322458357965794e-03
-6.284722271375358105e-01,9.980308570351070774e-01,1.996061714070214346e-03
-6.215277826413512230e-01,9.983556150121971617e-01,1.996711230024394469e-03
-6.145833381451666355e-01,9.975656530002126043e-01,1.995131306000425334e-03
-6.076388936489820480e-01,9.997249869391761079e-01,1.999449973878352459e-03
-6.006944491527974606e-01,1.001296210877353765e+00,2.002592421754707634e-03
-5.937500046566128731e-01,1.001188062816875002e+00,2.002376125633750087e-03
-5.868055601604282856e-01,1.002353279667704600e+00,2.004706559335409349e-03
-5.798611156642436981e-01,1.001238755029330019e+00,2.002477510058660141e-03
-5.729166711680591106e-01,1.001461373663456556e+00,2.002922747326913323e-03
-5.659722266718745232e-01,1.002743676723992783e+00,2.005487353447985531e-03
-5.590277821756899357e-01,9.981098429151123996e-01,1.996219685830224674e-03
-5.520833376795053482e-01,1.003023833583996494e+00,2.006047667167993112e-03
-5.451388931833207607e-01,1.000650120720164349e+00,2.001300241440328795e-03
-5.381944486871361732e-01,1.004264466735601991e+00,2.008528933471203856e-03
-5.312500041909515858e-01,1.001045675683313485e+00,2.002091351366626880e-03
-5.243055596947669983e-01,1.000299967166234927e+00,2.000599934332469940e-03
-5.173611151985824108e-01,9.993027416708450961e-01,1.998605483341690109e-03
-5.104166707023978233e-01,1.001524140137035390e+00,2.003048280274070773e-03
-5.034722262062132359e-01,1.001341909173028677e+00,2.002683818346057479e-03
-4.965277817100286484e-01,1.001077683077504110e+00,2.002155366155008477e-03
-4.895833372138440609e-01,1.002527859318542935e+00,2.005055718637085982e-03
-4.826388927176594734e-01,1.003649680798098576e+00,2.007299361596197144e-03
-4.756944482214748859e-01,1.000268835675505397e+00,2.000537671351010956e-03
-4.687500037252902985e-01,9.994972151920649139e-01,1.998994430384129842e-03
-4.618055592291057110e-01,9.986550869894837978e-01,1.997310173978967488e-03
-4.548611147329211235e-01,1.000721823033236646e+00,2.001443646066473209e-03
-4.479166702367365360e-01,1.001393783225441592e+00,2.002787566450883391e-03
-4.409722257405519485e-01,1.002842146966236525e+00,2.005684293932473179e-03
-4.340277812443673611e-01,9.986430895771960525e-01,1.997286179154392303e-03
-4.270833367481827736e-01,1.000148163145393454e+00,2.000296326290786856e-03
-4.201388922519981861e-01,1.000297919768778243e+00,2.000595839537556639e-03
-4.131944477558135986e-01,1.002769704767175085e+00,2.005539409534350202e-03
-4.062500032596290112e-01,1.000707410608903558e+00,2.001414821217807269e-03
-3.993055587634444237e-01,1.000248171102198880e+00,2.000496342204397676e-03
-3.923611142672598362e-01,9.977300255112315774e-01,1.995460051022463280e-03
-3.854166697710752487e-01,1.001074333541678074e+00,2.002148667083356037e-03
-3.784722252748906612e-01,9.987320967302818486e-01,1.997464193460563552e-03
-3.715277807787060738e-01,1.002050780596931201e+00,2.004101561193862534e-03
-3.645833362825214863e-01,1.002280282660699351e+00,2.004560565321398917e-03
-3.576388917863368988e-01,1.001382899095777157e+00,2.002765798191554186e-03
-3.506944472901523113e-01,1.001890901079929508e+00,2.003781802159858988e-03
-3.437500027939677238e-01,1.000357812993101447e+00,2.000715625986203110e-03
-3.368055582977831364e-01,9.970314596042971766e-01,1.994062919208594228e-03
-3.298611138015985489e-01,9.988455794891945017e-01,1.997691158978388837e-03
-3.229166693054139614e-01,1.000467772490054363e+00,2.000935544980108911e-03
-3.159722248092293739e-01,1.000495865934219353e+00,2.000991731868438823e-03
-3.090277803130447865e-01,1.005036771616844238e+00,2.010073543233688309e-03
-3.020833358168601990e-01,9.983883377092569456e-01,1.996776675418514106e-03
-2.951388913206756115e-01,9.987533162942868747e-01,1.997506632588573992e-03
-2.881944468244910240e-01,9.991772116413658589e-01,1.998354423282731711e-03
-2.812500023283064365e-01,1.002323533316154869e+00,2.004647066632309939e-03
-2.743055578321218491e-01,9.993704317009658444e-01,1.998740863401931699e-03
-2.673611133359372616e-01,9.994825401723930192e-01,1.998965080344786063e-03
-2.604166688397526741e-01,1.000279969052126683e+00,2.000559938104253411e-03
-2.534722243435680866e-01,1.002152777970988895e+00,2.004305555941977846e-03
-2.465277798473834991e-01,1.000789499999263477e+00,2.001578999998527078e-03
-2.395833353511989117e-01,9.990490512483916064e-01,1.998098102496783431e-03
-2.326388908550143242e-01,9.966136258339078902e-01,1.993227251667815687e-03
-2.256944463588297367e-01,1.004125949602371337e+00,2.008251899204742744e-03
-2.187500018626451492e-01,1.003624872380234345e+00,2.007249744760468586e-03
-2.118055573664605618e-01,1.000768952525954658e+00,2.001537905051909566e-03
-2.048611128702759743e-01,9.985107894879776680e-01,1.997021578975955586e-03
-1.979166683740913868e-01,1.003856355348363261e+00,2.007712710696726768e-03
-1.909722238779067993e-01,9.985634742471874992e-01,1.997126948494375165e-03
-1.840277793817222118e-01,1.004941384166679663e+00,2.009882768333359337e-03
-1.770833348855376244e-01,9.979465436685098778e-01,1.995893087337019881e-03
-1.701388903893530369e-01,9.961286447224095841e-01,1.992257289444819123e-03
-1.631944458931684494e-01,9.991960778970911949e-01,1.998392155794182553e-03
-1.562500013969838619e-01,1.001162565423725725e+00,2.002325130847451475e-03
-1.493055569007992744e-01,9.995570523939940610e-01,1.999114104787988368e-03
-1.423611124046146870e-01,9.977702569661912602e-01,1.995540513932382402e-03
-1.354166679084300995e-01,1.002544685689958692e+00,2.005089371379917534e-03
-1.284722234122455120e-01,9.995432497625484913e-01,1.999086499525096813e-03
-1.215277789160609245e-01,9.992349284039184765e-01,1.998469856807837033e-03
-1.145833344198763371e-01,9.975160546591134159e-01,1.995032109318226662e-03
-1.076388899236917496e-01,1.003143466733487976e+00,2.006286933466975946e-03
-1.006944454275071621e-01,9.999686764045881970e-01,1.999937352809176647e-03
-9.375000093132257462e-02,9.999706876478490214e-01,1.999941375295698036e-03
-8.680555643513798714e-02,9.971515558095349618e-01,1.994303111619070111e-03
-7.986111193895339966e-02,1.000823798107601137e+00,2.001647596215202270e-03
-7.291666744276881218e-02,1.000584028239664525e+00,2.001168056479329244e-03
-6.597222294658422470e-02,1.003295442241394442e+00,2.006590884482789029e-03
-5.902777845039963722e-02,9.983482853045503314e-01,1.996639236166678367e-03
-5.208333395421504974e-02,9.950911469148449040e-01,1.982819546739439127e-03
-4.513888945803046227e-02,9.906125541890034025e-01,1.962303393995958132e-03
-3.819444496184587479e-02,9.886933044860224395e-01,1.951443679778357924e-03
-3.125000046566128731e-02,9.904280561370988334e-01,1.952299798079360415e-03
-2.430555596947669983e-02,9.825171604203996045e-01,1.935083753392097174e-03
-1.736111147329211235e-02,9.862558497620550479e-01,1.941354292434419081e-03
-1.041666697710752487e-02,9.856741458135906964e-01,1.939498738400711455e-03
-3.472222480922937393e-03,9.833500980407665626e-01,1.934523758946061437e-03
3.472222015261650085e-03,9.852627268118047121e-01,1.938155740434730672e-03
1.041666651144623756e-02,9.847969781442499349e-01,1.937370249353251696e-03
1.736111100763082504e-02,9.858613717558127876e-01,1.939867294699869609e-03
2.430555550381541252e-02,9.837365150987165130e-01,1.936395461160885564e-03
3.125000000000000000e-02,9.858105017969808204e-01,1.941570416059628691e-03
3.819444449618458748e-02,9.851399206413480325e-01,1.941876555573608101e-03
4.513888899236917496e-02,9.890462340020326204e-01,1.952141222642211861e-03
5.208333348855376244e-02,9.908870243761345176e-01,1.962850284428054818e-03
5.902777798473834991e-02,9.968248821970114859e-01,1.986277234840698371e-03
6.597222248092293739e-02,1.001705231773503346e+00,2.003353451155800470e-03
7.291666697710752487e-02,9.998161768364810520e-01,1.999632353672962329e-03
7.986111147329211235e-02,9.987527860023658333e-01,1.997505572004731889e-03
8.680555596947669983e-02,1.002761462995676700e+00,2.005522925991353508e-03
9.375000046566128731e-02,1.002888253010748354e+00,2.005776506021496753e-03
1.006944449618458748e-01,9.966915397955961042e-01,1.993383079591192191e-03
1.076388894580304623e-01,9.965476684095652127e-01,1.993095336819130595e-03
1.145833339542150497e-01,9.993965407464660000e-01,1.998793081492932205e-03
1.215277784503996372e-01,9.981613394953717799e-01,1.996322678990743432e-03
1.284722229465842247e-01,1.000548903474447693e+00,2.001097806948895583e-03
1.354166674427688122e-01,9.999163870078860983e-01,1.999832774015772047e-03
1.423611119389533997e-01,1.003154643187028849e+00,2.006309286374057671e-03
1.493055564351379871e-01,9.982955021890745906e-01,1.996591004378149136e-03
1.562500009313225746e-01,1.001305884664692947e+00,2.002611769329385848e-03
1.631944454275071621e-01,9.946756635319788931e-01,1.989351327063957828e-03
1.701388899236917496e-01,9.978981050203762360e-01,1.995796210040752354e-03
1.770833344198763371e-01,1.002106968875930315e+00,2.004213937751860887e-03
1.840277789160609245e-01,1.001480758047526676e+00,2.002961516095053563e-03
1.909722234122455120e-01,9.992338451626925355e-01,1.998467690325385262e-03
1.979166679084300995e-01,9.974345872363344911e-01,1.994869174472669194e-03
2.048611124046146870e-01,1.005990124684460696e+00,2.011980249368921364e-03
2.118055569007992744e-01,1.002400874582043633e+00,2.004801749164087168e-03
2.187500013969838619e-01,9.984325969621953289e-01,1.996865193924390880e-03
2.256944458931684494e-01,9.991977899792900963e-01,1.998395579958580325e-03
2.326388903893530369e-01,9.990047497899274820e-01,1.998009499579855158e-03
2.395833348855376244e-01,9.997029069073101182e-01,1.999405813814620399e-03
2.465277793817222118e-01,1.001219414279527431e+00,2.002438828559054747e-03
2.534722238779067993e-01,1.001060840807010077e+00,2.002121681614020370e-03
2.604166683740913868e-01,9.992272711675590502e-01,1.998454542335117989e-03
2.673611128702759743e-01,9.995838874464272328e-01,1.999167774892854355e-03
2.743055573664605618e-01,1.000741608003074656e+00,2.001483216006149247e-03
2.812500018626451492e-01,9.972856221948019906e-01,1.994571244389604144e-03
2.881944463588297367e-01,1.001600274888422515e+00,2.003200549776845262e-03
2.951388908550143242e-01,9.986692880739866940e-01,1.997338576147973492e-03
3.020833353511989117e-01,9.989965925717559925e-01,1.997993185143512058e-03
3.090277798473834991e-01,9.981159463370253837e-01,1.996231892674050785e-03
3.159722243435680866e-01,1.001607936770901430e+00,2.003215873541802725e-03
3.229166688397526741e-01,9.986035914353742493e-01,1.997207182870748467e-03
3.298611133359372616e-01,9.996202293820741769e-01,1.999240458764148416e-03
3.368055578321218491e-01,1.000959237565096416e+00,2.001918475130192668e-03
3.437500023283064365e-01,1.002356829898626955e+00,2.004713659797254140e-03
3.506944468244910240e-01,9.984714937019242287e-01,1.996942987403848603e-03
3.576388913206756115e-01,1.001548247052769236e+00,2.003096494105538385e-03
3.645833358168601990e-01,1.000562219261807551e+00,2.001124438523614948e-03
3.715277803130447865e-01,1.001723647048790689e+00,2.003447294097581571e-03
3.784722248092293739e-01,1.001745098663445299e+00,2.003490197326890637e-03
3.854166693054139614e-01,1.003630710468237597e+00,2.007261420936475114e-03
3.923611138015985489e-01,9.988085052915255391e-01,1.997617010583051071e-03
3.993055582977831364e-01,9.962892343495728387e-01,1.992578468699145525e-03
4.062500027939677238e-01,1.002592922142784726e+00,2.005185844285569449e-03
4.131944472901523113e-01,9.990136897702782681e-01,1.998027379540556411e-03
4.201388917863368988e-01,1.000266766982432332e+00,2.000533533964864597e-03
4.270833362825214863e-01,9.965378018288968409e-01,1.993075603657793859e-03
4.340277807787060738e-01,1.002348858510300644e+00,2.004697717020601476e-03
4.409722252748906612e-01,9.984817034193187446e-01,1.996963406838637468e-03
4.479166697710752487e-01,1.001422893703213024e+00,2.002845787406426145e-03
4.548611142672598362e-01,9.980432918389895436e-01,1.996086583677978993e-03
4.618055587634444237e-01,1.004736675233472543e+00,2.009473350466945297e-03
4.687500032596290112e-01,1.001335884099059603e+00,2.002671768198119404e-03
4.756944477558135986e-01,1.001601356661202757e+00,2.003202713322405418e-03
4.826388922519981861e-01,9.985281345603721492e-01,1.997056269120744444e-03
4.895833367481827736e-01,9.995130011503227108e-01,1.999026002300645453e-03
4.965277812443673611e-01,1.001649232254548050e+00,2.003298464509096263e-03
5.034722257405519485e-01,9.976776971994376630e-01,1.995355394398875409e-03
5.104166702367365360e-01,1.000883865071435341e+00,2.001767730142870860e-03
5.173611147329211235e-01,1.001659394949197646e+00,2.003318789898395416e-03
5.243055592291057110e-01,9.990581432355121194e-01,1.998116286471024287e-03
5.312500037252902985e-01,1.006140297436218800e+00,2.012280594872437739e-03
5.381944482214748859e-01,1.000851863280878495e+00,2.001703726561757015e-03
5.451388927176594734e-01,9.997493782828905662e-01,1.999498756565781105e-03
5.520833372138440609e-01,9.992631455239260330e-01,1.998526291047852087e-03
5.590277817100286484e-01,9.981964669205123375e-01,1.996392933841024519e-03
5.659722262062132359e-01,1.000015280286519648e+00,2.000030560573039240e-03
5.729166707023978233e-01,1.001009452257772603e+00,2.002018904515545303e-03
5.798611151985824108e-01,9.991276451675099590e-01,1.998255290335019911e-03
5.868055596947669983e-01,1.001295097495038755e+00,2.002590194990077743e-03
5.937500041909515858e-01,9.996219918824044148e-01,1.999243983764808705e-03
6.006944486871361732e-01,1.001422695070691482e+00,2.002845390141382801e-03
6.076388931833207607e-01,9.956985707860143142e-01,1.991397141572028625e-03
6.145833376795053482e-01,1.001050806101021262e+00,2.002101612202042587e-03
6.215277821756899357e-01,9.997946386591733958e-01,1.999589277318346639e-03
6.284722266718745232e-01,9.984993155763784989e-01,1.996998631152757057e-03
6.354166711680591106e-01,9.994052945979541303e-01,1.998810589195908378e-03
6.423611156642436981e-01,1.001444724102134032e+00,2.002889448204268289e-03
